"event_code", "event_name"
103998, "服務機器人設計與操作"
103997, "遠端辦公課程(一)：「MS Teams操作及應用」及「淡江軟體雲」（課程代號：MS 365-102）"
103996, "機械與機電工程學系 111學年度第2學期第3次獎學金委員會"
103995, "淡江大學工學院化學工程與材料工程學系招生委員會112學年度第3次會議"
103994, "淡江大學商管學院產業經濟學系112學年度第1次教師評審委員會會議 陳閱"
103993, "淡江大學商管學院產業經濟學系112學年度第1次教師評審委員會會議"
103992, "淡江大學研究發展處111學年度第2學期第1次TQM會議"
103991, "日文系112學年度轉系面試"
103990, "遠傳5G合作事宜討論會議"
103989, "外國語文學院主管會議111學年度第2學期第4次會議"
103986, "淡江大學國際事務學院全球政治經濟學系111學年度第2學期第1次TQM小組會議"
103975, "淡江大學學術副校長室111學年度第6次院長會議"
103974, "淡江大學學術審議委員會第164次會議"
103973, "淡江大學國際事務學院有蓮獎學金審查委員會111學年度第2學期第1次會議"
103972, "淡江大學AI創智學院111學年度第2學期院務會議"
103971, "淡江大學AI創智學院111學年度第2學期課程委員會"
103970, "淡江大學AI創智學院招生委員會112學年度第2次會議"
103969, "淡江大學諮商職涯暨學習發展輔導中心111學年度第2學期第1次中心暨TQM會議會議"
103967, "淡江大學商管學院暨澳洲昆士蘭大學碩班1+1雙聯學位說明會"
103966, "淡江大學國際事務與戰略研究所112學年度第1次教師評審委員會會議"
103965, "淡江大學112學年度國際事務與戰略研究所所長遴選委員會議"
103957, "淡江大學機械與機電工程學系111學年度第2學期第1次TQM會議"
103956, "淡江大學機械與機電工程學系111學年度第2學期第3次系務會議"
103955, "「期中期末教學評量問卷發展」議題討論會議"
103954, "111學年度化材系預研生說明會(第2場)"
103953, "111學年度化材系預研生說明會(第1場)"
103952, "國際觀光管理學系全英語學士班111學年度第2學期第2次系務會議"
103951, "國際觀光管理學系全英語學士班111學年度第2學期第2次課程委員會會議"
103950, "國際觀光管理學系全英語學士班111學年度第6次教師評審委員會會議"
103949, "資訊處教學支援組112年4月TQM小組會議"
103948, "淡江大學圖書館參考組111學年度第5次TQM小組會議"
103939, "2023人工智慧之機器人應用研習會"
103933, "淡江大學航空太空工程學系111學年度第2學期第1次TQM會議"
103932, "淡江大學工學院化學工程與材料工程學系112學年教師評審委員會第1次會議"
103931, "111學年度淡江大學能光中心座談會通知單"
103930, "淡江大學通識教育課程委員會111學年度第2學期第1次會議"
103929, "外交與國家安全職涯高階講座-台日關係與外交實務工作"
103928, "淡江大學通識教育行政會議111學年度第2學期第1次會議"
103927, "淡江大學111學年度第2學期境外生獎學金審查委員會第3次會議"
103926, "淡江大學112學年度商管學院企業管理學系教師評審委員會第2次會議會議紀錄陳閱單"
103925, "淡江大學112學年度商管學院企業管理學系教師評審委員會第2次會議"
103924, "2023資訊處策略會議(六)"
103915, "淡江大學商管學院風險管理與保險學系教師評審委員會 112學年度第1次會議(陳閱單)"
103914, "淡江大學商管學院風險管理與保險學系教師評審委員會 112學年度第1次會議"
103913, "淡江大學商管學院風險管理與保險學系課程委員會 111學年度第2學期第2次會議"
103912, "淡江大學商管學院風險管理與保險學系111學年度第2學期第2次系務會議"
103911, "淡江大學111學年度第2學期第3次募款暨獎學金委員會議"
103910, "IClass 上雲優化及ChatGPT整合應用評估"
103909, "淡江大學體育事務處募款委員會111學年度第3次會議"
103908, "淡江大學體育事務處課程委員會111學年度第2次會議"
103907, "淡江大學資訊工程學系111學年度第5次TQM小組會議"
103899, "淡江大學圖書館數位資訊組111學年度第5次TQM小組會議"
103898, "理學院物理學系共識會議"
