"event_code", "event_name"
104999, "俄文系演講:俄文系斜槓的人(王靖雅專員 歐亞之星國際經貿有限公司)"
104998, "(測試)演講: 畢業即失業？職場大學面面觀 (蔡昀庭專員;洋可夫國際股份有限公司)"
104997, "電機系111學年度第2學期第3次課程委員會議"
104996, "電機系111學年度第2學期第3次系務會議"
104995, "樸實剛毅計畫-數位轉型專家座談：AI 素養與腦力激盪(5)"
104994, "法文系-淡江大學外語學院法文系111學年度第2學期第2次系務會議"
104993, "2023境外生節慶文化-慶端午活動"
104992, "國際觀光管理學系111學年度第2學期第3次EMI教師社群日"
104991, "國際觀光管理學系全英語學士班 111學年度第2學期第4次系務會議"
104990, "「113年度第三週期大學校院校務評鑑自我評鑑報告項目二撰寫重點」會議"
104989, "淡江大學國際事務學院全球政治經濟學系111學年度第2學期第4次TQM會議"
104988, "淡江大學國際事務學院募款管理委員會111學年度第2學期第3次會議"
104987, "淡江大學國際事務學院全球政治經濟學系111學年度第2學期第2次募款會議"
104986, "111學年度素養導向計畫第3次工作會議"
104985, "112學年度大學個人申請第2階段甄試"
104984, "淡江大學國際事務與戰略研究所112學年度第2次教師評審委員會會議"
104983, "淡江大學國際事務與戰略研究所112學年度第2次教師評審委員會會議"
104982, "淡江大學國際事務與戰略研究所112學年度第2次教師評審委員會會議"
104981, "國際事務與戰略研究所113學年度第1次招生委員會"
104980, "國際事務與戰略研究所111學年度第2學期第3次所務會議"
104979, "俄文系TQM小組111學年度第2學期第4次會議"
104978, "淡江大學國際事務學院教師評審委員會112學年度第5次會議"
104977, "淡江大學國際事務學院教師評審委員會112學年度第5次會議"
104976, "淡江大學理學院TQM暨個資管理制度會議111學年度第6次會議"
104975, "融融歷險記—人生就是冒險，冒險就是人生！"
104974, "淡江大學體育事務處教師評審委員會112學年度第3次會議會議紀錄"
104973, "淡江大學體育事務處教師評審委員會112學年度第3次會議"
104972, "2023研究發展處「技術研發研究型升等座談會」"
104971, "日文系111學年度小畢典"
104970, "111學年度溫室氣體盤查訓練課程(6/13)"
104969, "111學年度溫室氣體盤查訓練課程(6/12)"
104968, "111學年度溫室氣體盤查訓練課程(6/8)"
104967, "111學年度溫室氣體盤查訓練課程(6/7)"
104966, "111學年度溫室氣體盤查訓練課程(6/6)"
104965, "111學年度溫室氣體盤查訓練課程(6/5)"
104964, "資工系畢業典禮"
104963, "111學年度資訊工程學系系畢業典禮"
104962, "淡江大學大學社會責任實踐計畫辦公室112年度第1次室務會"
104961, "111學年度第2學期會計學系系內獎學金會議"
104960, "淡江大學商管學院管理科學學系AACSB教學研究委員會111學年度第3次會議紀錄"
104959, "淡江大學商管學院管理科學學系111學年度第2學期第2次招生會議"
104958, "淡江大學商管學院國際企業學系111學年度第2學期第2次系務會議"
104957, "淡江大學商管學院管理科學學系111學年度第2學期第2次課程會議"
104956, "淡江大學商管學院管理科學學系111學年度第2學期第2次系務會議"
104946, "淡江大學工學院暨AI創智學院111學年度第2學期第1次有蓮獎學金審查委員會會議"
104945, "外國語文學院系學會會長及碩、博士班代表111學年度會議"
104943, "淡江大學體育事務處111學年度第2學期第3次TQM會議"
104942, "淡江大學水資源及環境工程學系111學年度第2學期第3次系務會議"
104941, "研究發展處112專利法令說明會"
104940, "淡江大學外國語文學院TQM小組會議111學年度第4次會議"
104939, "淡江大學體育事務處募款委員會111學年度第6次會議"
104938, "112資訊工程學系系畢業典禮"
104937, "112資訊工程學系系畢業典禮"
104936, "淡江大學外籍生華語文教學發展小組111學年度第1次會議"
104935, "淡江大學工學院電機工程學系112學年度教師評審委員會第2次會議紀錄簽到單"
104934, "淡江大學工學院電機工程學系112學年度教師評審委員會第2次會議"
104933, "USR共培活動第六次工作會議"
104932, "2023智慧大未來GO!數位學習深耕講座(4) ChatGPT外語教學與行政應用"
104931, "111-2松濤館服務人員檢討會"
104930, "111-2松濤館服務人員檢討會"
104929, "淡江大學資訊工程學系112學年度第4次系招生委員會議"
104928, "淡江大學資訊工程學系111學年度第2學期第2次系務會議暨輔導學生會議"
104920, "2023淡江音樂季"
104919, "波鴻魯爾大學介紹"
104918, "112學年度研究發展處專利法令說明會"
104917, "資訊處網路管理組112年5月TQM小組會議"
104916, "2023境外生畢業茶會活動"
104915, "修訂112學年度各項收費標準"
104914, "淡江大學會計學系111學年度第2學期第1次獎學金會議"
104913, "畢業典禮工作講習 5/31"
104902, "淡江大學工學院電機工程學系招生委員會112學年度第3次會議"
104901, "2023交換生歡送會"
104900, "淡江大學圖書館校史組111學年度第7次TQM小組會議"
104899, "111學年度第2學期「個人資料保護與管理制度」研習課程"
104898, "(課程代號：MS3AP-104)提升團隊協作力"
104897, "第一屆KK School數位人才培訓計畫說明會"
