"event_code", "event_name"
111999, "國際處週會1131014"
111998, "新北市AI白皮書撰寫會議"
111997, "新北市AI白皮書撰寫會議"
111996, "基礎素描演講(AI 與造型設計)"
111995, "「反詐防騙我來說」-校園防詐公益講座"
111994, "淡江大學航空太空工程學系113學年度第1學期第2次TQM會議"
111993, "【戰略大講堂】- AI、SDGs與城市治理"
111992, "淡江大學體育事務處體育教學與活動組教師評審委員會113學年度第7次會議-紀錄"
111990, "淡江大學體育事務處體育教學與活動組教師評審委員會113學年度第7次會議議程"
111989, "淡江大學總務處事務整備組74週年校慶校園停車及動線管制研討會議"
111988, "淡江大學理學院113學年度第1次募款管理委員會議"
111987, "淡江大學教育科技學系113學年度第1學期第2次TQM會議"
111986, "淡江大學教育科技學系系務會議113學年度第1學期第4次會議"
111985, "資訊處遠距中心113年10月TQM小組會議"
111984, "淡江大學師資培育中心113學年度第1學期第2次導生座談會"
111983, "師資培育中心113-5教師評審委員結束會議"
111982, "師資培育中心113-5教師評審委員起始會議"
111981, "管理學課程_自主學習專題_專家諮詢會第二場"
111980, "淡江大學商管學院公共行政學系113學年度第1學期第1次 TQM會議 簽到單"
111979, "淡江大學體育事務處運動代表隊輔導委員會113學年度第2次會議"
111978, "管理學課程_自主學習專題_專家諮詢會第一場"
111977, "人力資源管理課程_自主學習專題_專家諮詢會第二場"
111976, "人力資源管理課程_自主學習專題_專家諮詢會第一場"
111975, "外國語文學院佳津公司課堂講座: 賴廷恒總監- 企業所屬基金會ESG實踐與新媒體運營"
111974, "淡江大學商管學院風險管理與保險學系113學年度第1學期第1次TQM會議"
111973, "淡江大學商管學院產業經濟學系113學年度第2次募款委員會議"
111972, "員福會113學年度第1學期「布藝YOUNG桃園八德永續一日遊」"
111971, "淡江大學x峰源製漆 產學合作會議"
111970, "總務處品質管理小組113學年度第1次會議"
111969, "113-1-5資訊處主管工作會議"
111968, "美麗人生~豐厚富足"
111967, "【微學分】AI實作體驗工作坊-「AI 影像分類與偵測」場次01"
111966, "淡江大學商管學院經濟學系學生校外實習委員會113學年度第1次會議"
111965, "大學入學考試中心114學年度高中英語聽力測驗 第一次考試新北二考區監試說明會"
111964, "113學年度第一次USR助理會議"
111963, "115學年度中國文學學系碩士班「取消」停招說明會"
111961, "淡江大學圖書館自動化小組113學年度第1次會議"
111960, "圖書館TEJ資料庫研習(經濟學系舉辦)"
111959, "113學年度第1學期第1次工學院暨AI創智學院獎學金會議"
111958, "圖書館TEJ資料庫研習(測試用)"
111957, "境外生職涯講座-外籍英語教學助理計畫 招募說明會"
111956, "會計學系113學年度第1學期第1次TQM會議"
111955, "淡江大學教務處註冊課務發展中心TQM小組113學年度第1次會議"
111954, "企業管理學系113學年度第1學期第1次TQM會議"
111953, "財務研發協調會"
111952, "113學年度化學學系大學部就業學分學程、國科會大專學生專題研究計畫、取得先修碩士班課程資格學生說明會"
111951, "113學年度第1次研發成果管理委員會會議"
111950, "原住民族學生資源中心：族語小教室-排灣語"
111949, "服務學習課程指導委員會113學年度第1學期會議"
111948, "淡江大學113學年度第1學期第5次化學工程與材料工程學系募款暨獎學金委員會"
111947, "統計學系113學年度第5次教師評審委員會議陳閱單"
111946, "統計學系113學年度第5次教師評審委員會議"
111945, "113學年度「淡江大學教師專業成長社群」-以全英語教學之資訊課程對於大學社會責任的影響"
111944, "113學年度淡江大學境外新生約談印尼新生第1場"
111942, "財務處會計組113年10月份ＴＱＭ小組會議"
111941, "淡江大學商管學院運輸管理學系113學年度第1學期第1次TQM會議"
111940, "財務處113學年度<<開駛啦>>共學專車(2)"
111939, "人力資源處職能福利組113學年度第2次組務會議"
111938, "資訊工程學系113學年度第2學期新聘專任教師投票會會議"
111937, "日本語文學系_系內企業實習說明會(第一回)"
111936, "資訊處教學支援組113年10月TQM小組會議"
111935, "淡江大學教育與未來設計學系113學年度第1學期第1次TQM會議"
111934, "淡江大學74週年校慶慶祝大會第一次協調會"
111933, "淡江大學外國語文學院西班牙語文學系教師評審委員會113學年度第4次會議紀錄陳閱"
111931, "113學年度修繕採購委員會第2次會議"
111930, "淡江大學外國語文學院日本語文學系教師評審委員會113學年度第3次會議陳閱"
111929, "人力資源處職能福利組113年10月份TQM小組會議"
111928, "113學年度第1學期第1次化學系募款委員會會議"
111927, "德國語文學系－淡江大學外國語文學院德國語文學系 教師評審委員會113學年度第2次會議陳閱"
111926, "德國語文學系－淡江大學外國語文學院德國語文學系 教師評審委員會113學年度第2次會議"
111925, "淡江大學工學院土木工程學系113學年度第1學期第1次獎學金會議"
111924, "113學年度第1學期諮輔中心課業輔導助教系統說明會暨經驗交流"
