"event_code", "event_name"
116999, "天使社-介紹科系"
116998, "關懷動物社-期初社員大會"
116997, "管樂社-114學年度上學期淡江大學管樂社管樂專業技術培訓課程"
116996, "歐語系114學年第1學期「西語文化導覽」講座課程 「世界盡頭，我的家鄉： 阿根廷的慢活美學」"
116995, "淡江大學商管學院風險管理與保險學系114學年度第1學期第3次系務會議"
116994, "114學年度第1學期第1次工學院暨AI創智學院獎學金會議"
116993, "115年度教學實踐研究計畫申請說明會"
116992, "淡江大學114學年度起淡水校園進學班學生課程補修討論會"
116991, "歐盟中心合作會議"
116990, "2026-2027年赴姊妹校交換生聯合甄選說明會"
116989, "人力資源管理自主學習專家諮詢會(第二場)"
116988, "人力資源管理自主學習專家諮詢會(第一場)"
116987, "淡江大學教務處教師評審委員會114學年度第5次會議"
116986, "國防研究社-社課(二)"
116985, "教務處通識與核心課程中心114學年度第1學期第1次中心會議暨TQM小組114學年度第2次會議"
116984, "淡江大學114學年度精準健康學院第1學期第1次院務會議"
116983, "商管學院商管碩士在職專班114學年度第1學期第1次TQM會議"
116982, "114學年度品管圈教育訓練課程－QC手法(2/2)"
116981, "114學年度品管圈教育訓練課程－QC手法(1/2)"
116980, "114學年度「AI倫理與治理推動師」線上認證課程課前會議"
116979, "人力資源處職能福利組114年10月份TQM小組會議"
116978, "桃園宴創生休閒一日遊"
116977, "三全教育與一般畢業生畢業後流向調查及就業表現差異分析案 會議"
116976, "114學年度第1學期榮譽學程(A班)-10/13"
116975, "114學年度第1學期榮譽學程(B班)-10/9"
116974, "英文系碩士班圖書館蒐集資料的方法講習"
116973, "淡江大學114學年度商管學院企業管理學系教師評審委員會第9次會議紀錄陳閱單"
116972, "淡江大學 114 學年度教務處品管圈第2次會議"
116971, "淡江大學工學院建築學系114學年度第1學期第3次系務會議"
116970, "淡江日本論叢第50期編審會議"
116969, "淡江大學商管學院風險管理與保險學系114學年度第1學期第1次TQM會議"
116968, "114學年度商管學院經濟學系教師評審委員會第5次會議陳閱單"
116967, "114學年度商管學院經濟學系教師評審委員會第5次會議"
116966, "淡江大學體育事務處教師評審委員會114學年度第8次會議會議紀錄"
116965, "淡江大學體育事務處教師評審委員會114學年度第8次會議"
116964, "淡江大學114學年度第2次內部稽核會議"
116963, "淡江大學工學院化學工程與材料工程學系114學年度第5次教師評審委員會(簽退)"
116962, "淡江大學理學院114學年度第1次募款管理委員會議"
116961, "淡江大學工學院化學工程與材料工程學系114學年度第5次教師評審委員會(簽到)暨第2次TQM小組會議"
116960, "114學年度教師專業成長社群「化材與AI 教學創新與永續發展」第1次活動"
116959, "「Smart TELL AI 口語與聽力練習系統」體驗研習會"
116958, "淡江大學工學院土木工程學系114學年度第1學期第1次獎學金會議"
116957, "淡江大學教育科技學系114學年度第1學期第1次TQM會議"
116956, "淡江大學教育科技學系系務會議114學年度第1學期第2次會議"
116955, "淡江大學工學院機械與機電工程學系 114年度智慧製造創新加值應用輔導計畫-智慧製造之系統驅動與優化產學研究計畫會議 (114/10/9)"
116954, "資訊工程學系114學年度第2學期新聘專任教師面試"
116953, "114學年度第1次各項工讀助學金小組會議"
116952, "114學年度運動代表隊隊長座談會"
116951, "登山社-基礎登山(一）"
116950, "校園永續淨零工作坊"
116949, "魔術社-洗出四條龍是真的嗎?"
116948, "AI職場實戰工作坊：搞定辦公 × 行銷 × 未來力"
116947, "AI職場實戰工作坊：搞定辦公 × 行銷 × 未來力"
116946, "AI職場實戰工作坊：搞定辦公 × 行銷 × 未來力"
116945, "資訊處網路管理組114年10月TQM小組會議"
116944, "淡江大學AI創智學院人工智慧學系114學年度第1學期第1次TQM會議簽到單"
116943, "淡江大學AI創智學院人工智慧學系114學年度第1學期第2次獎學金委員會會議"
116942, "淡江大學圖書館典藏閱覽組114學年度第2次TQM小組會議"
116941, "數據中台教育訓練(第2場)-SDM導讀、數據ETL開發(含Lab)"
116940, "教務處招生策略中心114學年度第1學期工讀生教育訓練"
116939, "講題:運用AI寫作提升職場競爭力與新媒體經營  演講者:賴廷恒先生"
116938, "全英影片拍攝討論會議"
116937, "微軟校園雲端學生大使-技術講習(一)"
116936, "淡江大學114學年度第1學期商管學院財務金融學系第2次系務會議"
116935, "商管學院「財務管理研討」教學研究委員會114學年度第1期第1次會議"
116934, "鴻海集團B事業群、耕莘醫療體系、法蘭德公司捐贈本校健檢儀供學生免費健檢討論會議"
116933, "資訊處教學支援組114年10月TQM小組會議"
116932, "114學年度博士生研究獎學金審查會議"
116931, "淡江大學學生事務處住宿輔導組114學年度第1學期第1次TQM會議"
116930, "淡江大學114學年度商管學院企業管理學系教師評審委員會第9次會議"
116929, "心理研究社-特殊講座｜心理×桌遊：聽見你的情緒，連結我的理解"
116928, "學生賽博頻道社-校園聲音製作課程(六)"
116927, "學生賽博頻道社-校園聲音製作課程(五)"
116926, "學生賽博頻道社-校園聲音製作課程(四)"
116925, "學生賽博頻道社-校園聲音製作課程(三)"
116924, "學生賽博頻道社-校園聲音製作課程(二)"
116923, "2025第二十屆鍾靈化學創意競賽第1次籌備會"
116922, "日本語文學系_銀山莊實習說明會"
116921, "淡江大學教育學院教育心理與諮商研究所114學年度第1學期第2次TQM會議"
116920, "淡江大學學生事務處住宿輔導組114學年度第1學期第1次組務會議"
116919, "淡江大學軍訓室114學年度第1學期10月份專業研討會議"
116918, "淡江大學蘭陽行政處114學年度第1學期第2次TQM小組會議"
116917, "淡江大學蘭陽校園114學年度第1學期第2次教學與行政工作會報"
116916, "理學院物理系講座「能源轉型與先進核能科技」"
116915, "大師演講：Dr. DIEGO ROSSO；講題：Minimizing Energy Consumption in Water Reuse: Digital+Physical Twin Approach"
116914, "事務整備組114年10月TQM小組會議"
116913, "國樂社-團練"
116912, "國樂社-團練"
116911, "原住民族．薩瓦社團-在尋母體記憶的浪上"
116910, "證券研究社-易知企業-基礎技術分析工具"
116909, "體適能有氧社-迎新暨期初社員大會"
116908, "學園團契社-發現最真實的你—愛與被愛人的能力像寶可夢一樣需要練習"
116907, "淡江高爾夫球社-期初社員大會"
