"event_code", "event_name"
112999, "淡江大學AI創智學院人工智慧學系AI專業研習講座(二)"
112998, "淡江大學AI創智學院人工智慧學系AI專業研習講座(一)"
112997, "淡江大學STEAM-R/W教育推動小組113學年度第1學期第1次會議"
112996, "淡江大學商管學院公共行政學系學生校外實習委員會113學年度第1次會議簽到單"
112995, "淡江大學商管學院公共行政學系課程委員會113學年度第2次會議簽到單"
112994, "淡江大學商管學院公共行政學系113學年度第1學期第2次系務會議簽到單"
112993, "淡江大學AI創智學院人工智慧學系人工智慧跨域工作坊(二)"
112992, "淡江大學AI創智學院人工智慧學系人工智慧跨域工作坊(一)"
112991, "教育學院113學年度個資侵害事件演練說明會"
112990, "113年12月事務整備組TQM小組會議"
112989, "113學年度ISO環安管理系統外部稽核驗證會議(第二天)"
112988, "113學年度ISO環安管理系統外部稽核驗證會議(第一天)"
112987, "日文系2025日本人文學國際學術研討會籌備會"
112986, "113學年度研究發展處品質績效獎勵遴選小組會議"
112985, "113學年「典藏TKU，校史ing」校史館暨張建邦創辦人紀念館導覽活動 【虛擬校史館-線上導覽】"
112984, "113學年「典藏TKU，校史ing」校史館暨張建邦創辦人紀念館導覽活動 【校史館-現場導覽】"
112983, "淡江大學圖書館校史組113學年度第4次TQM小組會議"
112982, "淡江大學研究推動委員會113學年度第2次會議"
112981, "TEST-"
112980, "淡江大學國際事務學院113學年度個資教育訓練暨侵害事件應變演練會議"
112979, "蒐集資料的方法-英文系大專生國科會計畫"
112978, "淡江大學化學工程與材料工程學系113學年度第1學期第3次系務會議"
112977, "淡江大學工學院化學工程與材料工程學系114學年第2次系招生會議"
112976, "淡江大學AI創智學院人工智慧學系113學年度第1學期第4次TQM會議簽到單"
112975, "俄文系TQM小組113學年度第1學期第4次會議"
112974, "科研平台五校月會籌備會議"
112973, "淡江大學體育事務處體育教學與活動組113學年度第1學期第4次TQM會議-紀錄"
112972, "淡江大學體育事務處體育教學與活動組113學年度第1學期第4次TQM會議"
112971, "資訊處前瞻技術組113年12月TQM小組會議"
112970, "國際企業學系113學年度第1學期第1次學生校外實習委員會"
112969, "淡江大學114學年度商管學院國際企業學系招生委員會第2次會議"
112968, "國際企業學系113學年度第1學期第2次課程委員會"
112967, "國際企業學系113學年度第1學期第2次系務會議"
112966, "2024淡江大學西語系跨年吞葡萄晚會"
112964, "淡江大學人力資源處管理企劃組113學年度第4次TQM小組會議"
112963, "淡江大學教務處招生策略中心TQM小組113學年度第4次會議"
112962, "節能與空間組113年12月TQM會議"
112961, "出納組TQM小組會議113.12"
